CheckingStatus;LoanDuration;CreditHistory;LoanPurpose;LoanAmount;ExistingSavings;EmploymentDuration;InstallmentPercent;Sex;OthersOnLoan;CurrentResidenceDuration;OwnsProperty;Age;InstallmentPlans;Housing;ExistingCreditsCount;Job;Dependents;Telephone;ForeignWorker;Risk
no_checking;٣٣;prior_payments_delayed;appliances;٤٨١٣;greater_1000;4_to_7;٤;female;none;٤;car_other;٤٢;none;free;٣;skilled;٢;yes;yes;Risk
no_checking;٢٥;prior_payments_delayed;furniture;٥٣٥٨;500_to_1000;4_to_7;٣;female;none;٣;car_other;٤٥;none;own;١;skilled;٢;yes;no;Risk
no_checking;١٥;outstanding_credit;radio_tv;٧٢٠٠;100_to_500;greater_7;٤;male;none;٥;car_other;٤٢;none;own;٢;skilled;١;yes;yes;No Risk
less_0;١٧;all_credits_paid_back;vacation;٤٧٩;less_100;1_to_4;١;female;none;١;savings_insurance;٢٦;stores;rent;١;skilled;١;none;yes;No Risk
no_checking;٤٠;outstanding_credit;other;٥٤٢٤;greater_1000;greater_7;٥;female;none;٤;unknown;٤١;none;own;٢;skilled;١;none;yes;Risk
no_checking;٤١;outstanding_credit;radio_tv;٧٦٣١;greater_1000;4_to_7;٥;male;co-applicant;٥;unknown;٥٣;stores;own;٢;unskilled;٢;yes;yes;Risk
0_to_200;٢٧;outstanding_credit;car_used;١٥٧١;unknown;greater_7;٤;male;none;٤;savings_insurance;٢٩;none;own;١;skilled;٢;yes;yes;No Risk
no_checking;٣١;prior_payments_delayed;other;٦٣٩٦;100_to_500;4_to_7;٣;male;none;٢;car_other;٣٩;stores;own;١;unskilled;١;yes;yes;Risk
no_checking;١٤;outstanding_credit;furniture;٥٥٤٨;unknown;1_to_4;٣;male;none;٣;car_other;٤٤;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٢٦;credits_paid_to_date;radio_tv;٥٥٢١;greater_1000;greater_7;٤;male;none;٣;savings_insurance;٣٤;none;own;٢;management_self-employed;١;yes;yes;No Risk
no_checking;٨;credits_paid_to_date;car_used;٤٢٣٧;500_to_1000;4_to_7;٤;male;none;٤;car_other;٢٧;none;own;١;management_self-employed;١;yes;yes;Risk
0_to_200;٢٠;credits_paid_to_date;furniture;٤٦٤٠;less_100;1_to_4;٣;female;none;٢;car_other;٣٩;none;free;١;skilled;١;yes;yes;No Risk
0_to_200;٣١;outstanding_credit;appliances;٥٨٧;500_to_1000;1_to_4;٣;female;none;٣;car_other;٥٠;stores;own;٢;unskilled;١;yes;yes;No Risk
no_checking;٣٦;prior_payments_delayed;furniture;٤٨٢١;500_to_1000;1_to_4;٤;male;none;٣;unknown;٥٤;stores;own;٢;unskilled;١;yes;yes;No Risk
no_checking;٢٨;prior_payments_delayed;car_used;٢٩٨٩;100_to_500;4_to_7;٣;female;guarantor;٣;car_other;٤١;none;free;١;skilled;١;yes;yes;Risk
less_0;١٦;credits_paid_to_date;car_used;٤٨٥١;less_100;less_1;٣;female;co-applicant;١;savings_insurance;٢٦;none;own;١;skilled;١;none;yes;No Risk
less_0;١١;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;٢;female;none;١;real_estate;٢٤;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٢;prior_payments_delayed;furniture;٥٩١٥;unknown;4_to_7;٤;male;none;٥;car_other;٤٥;none;own;٢;skilled;٢;yes;yes;No Risk
no_checking;٩;credits_paid_to_date;car_used;٥٢٣٣;less_100;1_to_4;٣;male;none;٢;real_estate;٣٤;stores;own;٢;unskilled;١;yes;yes;No Risk
less_0;٩;all_credits_paid_back;car_used;٢٥٠;100_to_500;less_1;١;male;none;٢;real_estate;٢٣;stores;rent;١;skilled;١;none;yes;No Risk
less_0;١١;prior_payments_delayed;furniture;١٨٢١;less_100;1_to_4;٢;female;co-applicant;٣;car_other;٤٤;stores;own;١;skilled;١;yes;yes;No Risk
0_to_200;١٥;credits_paid_to_date;car_new;٨٠٥;500_to_1000;less_1;٢;male;none;٣;real_estate;٣٣;stores;own;٢;skilled;١;none;yes;No Risk
no_checking;٣٢;prior_payments_delayed;car_used;٩٥٩٤;500_to_1000;greater_7;٥;male;co-applicant;٤;unknown;٥٠;stores;own;٢;unskilled;٢;yes;yes;No Risk
no_checking;٢٦;outstanding_credit;radio_tv;٦٦٢٣;500_to_1000;greater_7;٥;male;none;٤;car_other;٤٨;none;free;٢;management_self-employed;١;yes;yes;No Risk
no_checking;٢٨;outstanding_credit;radio_tv;٢٤٠٢;500_to_1000;1_to_4;٤;male;none;٤;savings_insurance;٤٠;stores;own;١;unskilled;١;none;yes;No Risk
0_to_200;٢٠;all_credits_paid_back;car_used;١٤١٢;less_100;1_to_4;٣;female;co-applicant;٣;real_estate;٤٨;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٠;outstanding_credit;repairs;٣٣١٥;500_to_1000;4_to_7;٣;male;none;٢;car_other;٣٤;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٦;prior_payments_delayed;appliances;٥٧٩٤;500_to_1000;4_to_7;٤;female;guarantor;٤;car_other;٦١;none;free;٢;skilled;١;yes;yes;Risk
no_checking;٢١;outstanding_credit;business;٤٧٨٢;unknown;greater_7;٥;male;none;٤;car_other;٣٥;none;own;١;skilled;١;yes;yes;No Risk
0_to_200;١٩;prior_payments_delayed;car_used;٥٠٢٥;greater_1000;greater_7;٤;male;none;٣;unknown;٥٤;none;own;٢;skilled;١;none;yes;Risk
0_to_200;٢٢;credits_paid_to_date;radio_tv;٩٣٠;less_100;1_to_4;٣;female;none;٢;car_other;٣٨;none;own;١;skilled;١;none;yes;Risk
no_checking;٢٩;credits_paid_to_date;appliances;٦٤٩٨;greater_1000;4_to_7;٣;female;none;٤;unknown;٤٥;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٣;prior_payments_delayed;radio_tv;٣٥٤٨;unknown;greater_7;٥;female;none;٤;savings_insurance;٤٤;none;free;٢;skilled;٢;yes;yes;Risk
no_checking;٣٧;prior_payments_delayed;vacation;٥١٨٠;500_to_1000;1_to_4;٣;female;none;٤;car_other;٤٦;none;own;٢;skilled;١;none;yes;No Risk
less_0;١٠;all_credits_paid_back;car_new;٤٢٠;less_100;less_1;٢;female;none;٣;savings_insurance;١٩;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٧;prior_payments_delayed;appliances;٦٢١٨;unknown;greater_7;٤;male;co-applicant;٣;unknown;٤٦;bank;own;٢;unemployed;٢;yes;yes;No Risk
no_checking;٢٣;all_credits_paid_back;retraining;١٧٣٩;less_100;4_to_7;٢;male;none;٣;real_estate;٣٨;none;own;١;skilled;٢;none;yes;No Risk
no_checking;٢٤;prior_payments_delayed;radio_tv;٨١٨٤;greater_1000;greater_7;٥;male;co-applicant;٥;unknown;٥٥;none;own;٢;skilled;٢;yes;yes;Risk
less_0;٤;credits_paid_to_date;car_used;٢٥٠;100_to_500;less_1;١;female;co-applicant;١;real_estate;٢٨;stores;own;١;skilled;١;none;yes;No Risk
less_0;٢٥;credits_paid_to_date;furniture;٦٩٩;less_100;1_to_4;٢;male;none;٣;savings_insurance;٣١;none;rent;١;skilled;١;yes;yes;Risk
no_checking;١١;credits_paid_to_date;appliances;٤٦٥٢;greater_1000;4_to_7;٤;male;none;٤;car_other;٣٥;stores;rent;١;unskilled;١;yes;yes;Risk
no_checking;٦٠;outstanding_credit;education;٧٦٣٦;unknown;greater_7;٦;female;co-applicant;٤;unknown;٤٩;none;own;٢;skilled;٢;yes;yes;Risk
less_0;١٤;no_credits;car_new;٢٥٠;less_100;unemployed;١;male;none;١;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٤٥;outstanding_credit;appliances;١٠٠٤٦;greater_1000;4_to_7;٥;male;co-applicant;٥;car_other;٤٥;none;own;٢;management_self-employed;٢;none;yes;Risk
no_checking;٢٧;prior_payments_delayed;appliances;١٧٨٢;100_to_500;greater_7;٣;male;none;٢;savings_insurance;٣٢;none;own;١;skilled;٢;yes;yes;Risk
greater_200;٣٢;prior_payments_delayed;car_used;٧٩١٠;greater_1000;greater_7;٥;male;none;٣;car_other;٣٦;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٣٠;prior_payments_delayed;radio_tv;٩٨٢;500_to_1000;4_to_7;٤;male;none;٣;car_other;٤٢;bank;own;١;unemployed;١;yes;yes;Risk
0_to_200;٢٢;prior_payments_delayed;car_new;٣٠٤٨;less_100;less_1;٣;female;none;٢;savings_insurance;٢٩;bank;own;١;unemployed;١;yes;yes;No Risk
less_0;١٥;credits_paid_to_date;furniture;٢٥٠;500_to_1000;unemployed;١;female;none;١;real_estate;١٩;stores;rent;١;skilled;١;none;yes;No Risk
no_checking;٥٩;outstanding_credit;appliances;٧١١٨;unknown;greater_7;٥;male;guarantor;٤;unknown;٥٠;none;free;٢;skilled;٢;yes;yes;Risk
no_checking;١٧;credits_paid_to_date;car_new;٢٥٣٢;100_to_500;4_to_7;٣;male;none;٣;car_other;٣٤;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣١;outstanding_credit;repairs;٥٩٣٥;unknown;greater_7;٥;male;co-applicant;٥;car_other;٥٢;none;own;٣;management_self-employed;٢;yes;yes;Risk
no_checking;٢٢;all_credits_paid_back;car_new;٤١٢٩;less_100;4_to_7;٢;female;none;٣;car_other;٣٦;none;own;٢;skilled;١;none;yes;Risk
no_checking;٢٩;outstanding_credit;appliances;٦٦٥٨;unknown;4_to_7;٤;female;guarantor;٤;car_other;٦١;none;free;٢;unskilled;١;yes;yes;Risk
0_to_200;٤;credits_paid_to_date;car_new;٢٥٠;less_100;4_to_7;٣;female;none;٣;real_estate;٤١;none;own;١;skilled;١;yes;yes;No Risk
less_0;١٧;credits_paid_to_date;car_used;١٦٦٠;less_100;4_to_7;٢;male;none;١;car_other;٣١;stores;own;١;unskilled;١;none;yes;No Risk
no_checking;٢٦;outstanding_credit;vacation;٥٢٠٥;unknown;greater_7;٥;male;none;٥;car_other;٤٦;none;own;٢;management_self-employed;٢;yes;yes;Risk
no_checking;٢٥;all_credits_paid_back;car_used;٨٠٧٠;500_to_1000;greater_7;٥;male;none;٥;car_other;٤١;stores;own;٢;unskilled;١;yes;yes;No Risk
0_to_200;١٦;credits_paid_to_date;car_new;٧٤٢;less_100;less_1;١;male;none;٣;savings_insurance;٢٩;none;own;١;skilled;١;none;yes;No Risk
less_0;٢١;prior_payments_delayed;car_used;٢٤٨٣;less_100;4_to_7;٤;male;none;٣;car_other;٣٧;none;own;٢;skilled;١;yes;yes;Risk
less_0;٤;credits_paid_to_date;car_new;٨٨٠;less_100;less_1;١;female;none;٢;savings_insurance;٢٨;stores;own;١;skilled;١;none;yes;No Risk
less_0;١٦;credits_paid_to_date;car_new;٩٨٥;less_100;1_to_4;١;female;none;٢;savings_insurance;٢٨;stores;own;١;skilled;١;none;yes;No Risk
greater_200;٢٠;credits_paid_to_date;furniture;٢٥٠;100_to_500;1_to_4;١;female;co-applicant;٣;real_estate;٣٩;bank;own;١;unemployed;١;yes;yes;No Risk
0_to_200;١٧;prior_payments_delayed;radio_tv;٢٧١٩;greater_1000;4_to_7;٢;female;none;٣;car_other;٤٠;stores;own;٢;skilled;١;none;yes;No Risk
no_checking;١٦;credits_paid_to_date;retraining;٣٩٨١;less_100;4_to_7;٢;female;none;٢;car_other;٤١;none;own;١;skilled;١;yes;yes;No Risk
greater_200;٣٠;all_credits_paid_back;car_new;٣٩٠٠;less_100;1_to_4;٢;female;none;٣;savings_insurance;٣٣;none;own;١;skilled;١;none;yes;Risk
no_checking;١٣;credits_paid_to_date;car_new;٢٢٩٠;less_100;less_1;٢;male;co-applicant;٤;real_estate;٤٧;none;own;٢;skilled;١;none;yes;Risk
no_checking;٢٧;prior_payments_delayed;radio_tv;٤٨٠٧;100_to_500;less_1;٣;male;none;٣;car_other;٤٥;none;own;١;skilled;١;none;yes;Risk
less_0;٤;credits_paid_to_date;car_used;٢٥٠;less_100;unemployed;١;male;none;٢;real_estate;٢٢;bank;rent;١;unskilled;١;none;yes;No Risk
no_checking;٤٤;prior_payments_delayed;repairs;٦٩١٢;greater_1000;greater_7;٤;male;co-applicant;٣;car_other;٤٢;none;own;٢;skilled;١;none;yes;Risk
no_checking;١٢;outstanding_credit;repairs;٦٤١١;greater_1000;1_to_4;٣;male;none;٣;unknown;٤٦;none;own;٢;skilled;١;yes;yes;Risk
0_to_200;٣٢;credits_paid_to_date;radio_tv;٥٣٧٨;less_100;4_to_7;٣;female;none;٣;car_other;٣٢;none;own;١;skilled;١;none;yes;Risk
less_0;١٥;all_credits_paid_back;furniture;٩٣٣;less_100;1_to_4;٢;female;none;٢;real_estate;٢٧;stores;own;١;skilled;١;none;yes;No Risk
less_0;١٤;all_credits_paid_back;car_used;٢٤٦٨;less_100;1_to_4;٢;female;co-applicant;١;real_estate;٢٦;bank;own;١;unskilled;١;none;yes;No Risk
no_checking;٨;prior_payments_delayed;furniture;٣٢٥١;100_to_500;1_to_4;٤;male;none;٢;real_estate;٣٤;none;own;١;management_self-employed;١;none;no;No Risk
0_to_200;١٨;prior_payments_delayed;appliances;٢٧٧٤;500_to_1000;4_to_7;٣;male;none;٣;car_other;٣٣;none;own;١;skilled;١;yes;yes;Risk
no_checking;٢٥;prior_payments_delayed;radio_tv;٣٨٩٦;unknown;greater_7;٤;female;none;٣;savings_insurance;٣٦;none;own;١;skilled;٢;none;yes;No Risk
no_checking;٣٣;prior_payments_delayed;radio_tv;٥٧٧٤;500_to_1000;4_to_7;٥;male;none;٣;savings_insurance;٤٧;stores;own;٢;unskilled;١;none;yes;No Risk
no_checking;٢٧;prior_payments_delayed;appliances;١٨٠١;100_to_500;1_to_4;٣;female;none;٤;real_estate;٣٤;none;own;١;skilled;٢;none;yes;No Risk
no_checking;٣٨;prior_payments_delayed;repairs;٧٤٦٨;unknown;4_to_7;٤;male;co-applicant;٥;car_other;٤٨;none;own;٢;skilled;١;yes;yes;No Risk
no_checking;٣٨;outstanding_credit;appliances;٦٢٨٤;greater_1000;4_to_7;٥;male;co-applicant;٥;unknown;٥٢;stores;own;٢;unskilled;٢;yes;yes;No Risk
no_checking;٣٤;prior_payments_delayed;appliances;٦٨٩٤;500_to_1000;4_to_7;٥;female;none;٣;car_other;٥٣;none;free;٢;skilled;١;none;yes;Risk
no_checking;١٤;outstanding_credit;car_used;١٣٩٥;unknown;4_to_7;٤;male;none;٣;car_other;٣٣;stores;own;٢;skilled;١;yes;yes;No Risk
less_0;٨;all_credits_paid_back;car_new;٢٥٠;less_100;less_1;١;male;none;١;real_estate;٢٧;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;٤;credits_paid_to_date;education;٦٠٤;less_100;unemployed;١;male;none;١;savings_insurance;٢٩;stores;rent;١;unskilled;١;none;yes;No Risk
no_checking;٣٣;prior_payments_delayed;business;٥٢٠٤;500_to_1000;1_to_4;٣;female;none;٣;savings_insurance;٥٣;none;own;١;skilled;١;none;yes;No Risk
no_checking;١٤;credits_paid_to_date;furniture;٤٤٢٥;less_100;less_1;٣;male;none;٢;savings_insurance;٤٢;none;free;١;management_self-employed;١;none;yes;No Risk
greater_200;٣٤;outstanding_credit;other;٥٧٩٠;500_to_1000;greater_7;٥;male;none;٤;car_other;٤٤;stores;own;٢;unskilled;١;yes;yes;No Risk
0_to_200;٤;all_credits_paid_back;education;٣٨٦١;100_to_500;less_1;٣;female;none;٢;real_estate;٢١;none;own;٢;management_self-employed;١;none;yes;No Risk
no_checking;٢٧;prior_payments_delayed;car_used;٩٥٩٥;100_to_500;greater_7;٥;male;co-applicant;٤;car_other;٤٠;none;own;٢;management_self-employed;٢;none;yes;Risk
greater_200;٤١;prior_payments_delayed;repairs;٥٤٢٢;500_to_1000;1_to_4;٤;male;none;٤;car_other;٣٨;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٣٥;prior_payments_delayed;appliances;٥٠٤٤;unknown;4_to_7;٤;male;none;٣;car_other;٤٣;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٢٤;outstanding_credit;appliances;٢٧٣٤;500_to_1000;greater_7;٤;male;none;٤;car_other;٣٨;none;own;١;skilled;١;none;yes;Risk
0_to_200;٣٢;credits_paid_to_date;car_used;٤١٨٦;100_to_500;greater_7;٤;female;none;٢;savings_insurance;٤١;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;١٩;prior_payments_delayed;furniture;٢٥٠;100_to_500;greater_7;٣;male;none;٣;real_estate;٣٢;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٤٣;outstanding_credit;education;٦٨٧٨;unknown;greater_7;٤;male;co-applicant;٤;unknown;٦٠;none;free;٣;skilled;٢;yes;yes;Risk
less_0;١٩;credits_paid_to_date;radio_tv;٤٧٢;500_to_1000;less_1;١;male;none;١;savings_insurance;٢٥;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;١٠;all_credits_paid_back;car_new;٢١٧٣;less_100;less_1;١;male;none;١;real_estate;٢١;none;rent;١;skilled;١;none;yes;No Risk
less_0;٥;all_credits_paid_back;car_new;٢٥٠;less_100;less_1;١;male;none;٢;savings_insurance;٣٠;stores;rent;١;skilled;١;none;yes;No Risk
less_0;٢٠;credits_paid_to_date;furniture;٣٣٦٦;less_100;4_to_7;٣;male;none;١;car_other;٤٤;stores;own;٢;unskilled;١;yes;yes;No Risk
0_to_200;٧;prior_payments_delayed;repairs;٣٨٠١;500_to_1000;4_to_7;٣;male;none;٤;unknown;٢٨;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٢٥;credits_paid_to_date;furniture;٥٣٥٩;100_to_500;greater_7;٤;female;none;٢;car_other;٥٣;none;free;٣;skilled;٢;yes;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;100_to_500;less_1;١;female;none;١;real_estate;٢١;bank;rent;١;unskilled;١;none;yes;No Risk
less_0;١٠;prior_payments_delayed;car_used;٥٢١;less_100;1_to_4;٣;male;none;٣;savings_insurance;٣١;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٠;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;١;female;none;٣;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;١٨;credits_paid_to_date;furniture;١٣٤٥;less_100;4_to_7;٢;male;none;١;real_estate;٢٧;none;rent;١;skilled;١;none;yes;Risk
less_0;٢٥;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;٢;female;none;٢;real_estate;٢٥;stores;own;١;skilled;١;none;yes;No Risk
greater_200;٢٤;credits_paid_to_date;furniture;٦٢٦٦;less_100;less_1;٢;male;none;٣;car_other;٤٤;none;own;١;skilled;١;yes;yes;Risk
no_checking;٣٥;prior_payments_delayed;appliances;٢٨٩٦;500_to_1000;1_to_4;٤;male;none;٤;car_other;٣٣;stores;rent;١;unskilled;١;none;yes;Risk
no_checking;٢٥;prior_payments_delayed;furniture;٥٠٨٧;100_to_500;1_to_4;٤;female;none;٤;car_other;٤٨;none;own;١;skilled;٢;yes;yes;No Risk
0_to_200;١٤;credits_paid_to_date;furniture;٣١٨٢;less_100;unemployed;٢;female;none;٣;car_other;٢٩;none;rent;١;skilled;١;none;yes;Risk
0_to_200;٣٢;credits_paid_to_date;business;٣٢٨٣;100_to_500;1_to_4;٢;male;none;١;car_other;٣١;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٤;prior_payments_delayed;radio_tv;٤٨٣٧;500_to_1000;4_to_7;٣;male;none;٣;savings_insurance;٤٧;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٣٣;outstanding_credit;appliances;٨١٨٧;unknown;greater_7;٥;male;co-applicant;٥;unknown;٥٥;none;free;٢;skilled;٢;yes;yes;Risk
no_checking;١٧;outstanding_credit;furniture;٤٥٧٠;100_to_500;4_to_7;٤;male;none;٣;car_other;٤٧;none;own;١;skilled;١;yes;yes;Risk
less_0;١٤;prior_payments_delayed;retraining;٢٨٢٦;less_100;4_to_7;٢;male;co-applicant;٢;car_other;٤٦;stores;free;٢;unskilled;١;yes;yes;No Risk
0_to_200;٢١;outstanding_credit;business;٣٨٨;100_to_500;1_to_4;٢;male;co-applicant;١;savings_insurance;٣٣;stores;own;١;skilled;١;none;yes;Risk
less_0;١١;credits_paid_to_date;education;١٢٩٦;less_100;unemployed;١;female;none;١;savings_insurance;٢٩;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;٣٤;prior_payments_delayed;radio_tv;٥٥٩٧;100_to_500;1_to_4;٣;female;none;٣;car_other;٣٢;bank;own;٢;unemployed;١;none;yes;No Risk
less_0;١٨;prior_payments_delayed;furniture;٣٩٦٥;less_100;less_1;٣;male;none;٢;savings_insurance;٢٥;none;rent;١;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_used;٢٦٤٤;less_100;1_to_4;١;female;none;٢;savings_insurance;٢٣;none;own;١;skilled;١;none;yes;No Risk
no_checking;٤٤;prior_payments_delayed;appliances;٦٤٣٧;unknown;greater_7;٤;male;co-applicant;٣;car_other;٥٠;none;free;٢;skilled;٢;yes;no;Risk
no_checking;٣٢;prior_payments_delayed;radio_tv;٢٠٧٠;500_to_1000;4_to_7;٤;male;none;٣;savings_insurance;٤١;none;own;١;skilled;١;none;yes;Risk
0_to_200;٣٥;credits_paid_to_date;retraining;٣٨١٠;less_100;4_to_7;٣;female;co-applicant;٢;unknown;٤٣;stores;own;١;skilled;١;none;yes;No Risk
0_to_200;٤;credits_paid_to_date;car_new;٣١٠٤;less_100;less_1;٢;male;none;٢;real_estate;١٩;stores;rent;١;unskilled;١;none;yes;No Risk
no_checking;٣٥;prior_payments_delayed;appliances;٥٩٥٤;500_to_1000;greater_7;٤;male;co-applicant;٤;car_other;٤٤;none;free;٢;skilled;١;yes;yes;Risk
less_0;٢٠;credits_paid_to_date;retraining;٢٥٠;500_to_1000;4_to_7;١;male;none;٢;car_other;٢٨;stores;rent;١;unskilled;١;none;yes;No Risk
less_0;١٠;prior_payments_delayed;retraining;٥٥٧٦;less_100;4_to_7;٤;female;none;٣;car_other;٣٣;bank;own;١;unskilled;١;none;yes;No Risk
no_checking;١٩;credits_paid_to_date;radio_tv;٢٢٣٨;500_to_1000;1_to_4;٣;female;none;٢;car_other;٢٧;none;free;٢;skilled;١;none;yes;No Risk
0_to_200;١٦;credits_paid_to_date;car_new;٣٢٨٣;less_100;less_1;٣;male;co-applicant;٣;car_other;٣٣;bank;own;١;unskilled;١;yes;yes;No Risk
no_checking;٢٩;outstanding_credit;furniture;٢٤١٨;500_to_1000;4_to_7;٣;male;none;٤;car_other;٤٠;bank;own;٢;unemployed;١;yes;yes;Risk
no_checking;٥٠;prior_payments_delayed;appliances;٧٠٣٠;500_to_1000;1_to_4;٤;female;co-applicant;٣;car_other;٣٦;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٣٣;outstanding_credit;repairs;٥٧١٧;unknown;greater_7;٥;male;co-applicant;٥;unknown;٥٤;none;free;٢;skilled;٢;yes;yes;Risk
no_checking;٣٢;prior_payments_delayed;business;٦٨٦٠;100_to_500;4_to_7;٣;male;none;٣;car_other;٤٠;stores;rent;١;unskilled;١;yes;yes;No Risk
no_checking;٤٩;outstanding_credit;radio_tv;٦٧٣١;greater_1000;4_to_7;٥;male;co-applicant;٤;car_other;٢٧;none;free;٢;skilled;١;none;yes;Risk
less_0;١٠;all_credits_paid_back;car_used;١٦٦٥;less_100;1_to_4;٣;female;none;٢;savings_insurance;٣١;none;own;١;skilled;١;none;yes;No Risk
less_0;٩;all_credits_paid_back;car_new;٢٥٠;less_100;1_to_4;٢;female;co-applicant;٣;real_estate;٢٢;stores;own;١;unskilled;١;none;yes;No Risk
no_checking;٣١;prior_payments_delayed;appliances;٧٠٧٤;100_to_500;4_to_7;٣;male;guarantor;٣;unknown;٤٩;none;free;١;skilled;١;yes;yes;Risk
less_0;١٠;all_credits_paid_back;car_new;١١٢٥;less_100;unemployed;٢;female;none;١;savings_insurance;٢٥;stores;own;١;skilled;١;none;yes;No Risk
less_0;١٢;prior_payments_delayed;furniture;٢٩١٩;500_to_1000;less_1;٢;female;none;١;savings_insurance;٣٤;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٣٥;prior_payments_delayed;furniture;٣٥٠٩;500_to_1000;4_to_7;٣;female;none;٤;car_other;٢٧;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٤٧;prior_payments_delayed;radio_tv;٩٢٨٦;unknown;greater_7;٤;male;co-applicant;٤;unknown;٥٢;none;free;٢;skilled;٢;yes;yes;Risk
no_checking;١٩;credits_paid_to_date;car_used;٥٦١١;greater_1000;4_to_7;٤;male;none;٣;car_other;٣٠;none;own;٢;skilled;٢;yes;yes;Risk
0_to_200;١٧;credits_paid_to_date;car_new;٢١٥٤;less_100;4_to_7;٢;female;none;٣;savings_insurance;٣٥;bank;rent;١;unemployed;١;none;yes;Risk
0_to_200;٤;credits_paid_to_date;car_new;٢٥٠;less_100;unemployed;٢;female;none;١;real_estate;٢١;none;rent;١;management_self-employed;١;none;yes;No Risk
0_to_200;٤٢;outstanding_credit;appliances;٣٧٠٩;500_to_1000;greater_7;٤;female;none;٤;unknown;٥١;stores;own;١;unskilled;١;none;yes;Risk
0_to_200;١٧;credits_paid_to_date;car_used;٢٥٠;500_to_1000;1_to_4;٢;male;none;٢;savings_insurance;٢٥;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٢;prior_payments_delayed;car_used;٤٤٠٠;unknown;greater_7;٣;male;co-applicant;٤;car_other;٤٧;stores;free;٣;unskilled;٢;yes;yes;Risk
0_to_200;٤;all_credits_paid_back;car_new;١٧١١;less_100;less_1;٢;female;none;٣;real_estate;٣٨;none;rent;١;management_self-employed;١;none;yes;No Risk
less_0;١٩;prior_payments_delayed;furniture;٣١٧٩;less_100;4_to_7;٣;male;none;٣;unknown;٣٨;none;rent;١;skilled;١;yes;yes;No Risk
less_0;١٣;all_credits_paid_back;car_used;٢٥٠;less_100;less_1;٢;male;none;٢;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٩;outstanding_credit;appliances;٥٨١٦;500_to_1000;4_to_7;٥;male;none;٤;unknown;٥٠;none;free;٢;skilled;٢;yes;yes;Risk
less_0;٢١;prior_payments_delayed;education;٦٠٠;less_100;less_1;٣;male;none;٣;car_other;٢٧;none;own;١;skilled;١;yes;yes;No Risk
less_0;١٤;all_credits_paid_back;car_new;٣٦٩٢;less_100;unemployed;١;female;none;١;real_estate;٢١;stores;own;١;skilled;١;none;yes;No Risk
less_0;٢٧;credits_paid_to_date;car_new;٢٥٠;less_100;1_to_4;٣;male;none;١;real_estate;١٩;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;١٣;prior_payments_delayed;car_new;٢٩٤;less_100;4_to_7;٢;male;none;٣;car_other;٤١;bank;rent;١;unskilled;١;none;yes;No Risk
no_checking;١١;credits_paid_to_date;furniture;٤٦٨٤;less_100;less_1;٢;male;none;٣;real_estate;٤٢;none;free;٢;management_self-employed;١;none;yes;No Risk
no_checking;٢٧;outstanding_credit;furniture;٧٠٧٧;500_to_1000;greater_7;٥;male;co-applicant;٤;car_other;٤٦;none;free;٢;management_self-employed;١;yes;yes;Risk
0_to_200;٢٨;credits_paid_to_date;appliances;٣١٠٥;greater_1000;1_to_4;٣;male;none;٤;savings_insurance;٣١;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٤;outstanding_credit;appliances;٨٢٠٠;unknown;greater_7;٤;male;co-applicant;٤;unknown;٥٣;none;free;٢;skilled;٢;yes;yes;Risk
0_to_200;٤;credits_paid_to_date;car_new;٩٥١;100_to_500;4_to_7;٢;male;none;٢;real_estate;٢٦;none;own;١;skilled;٢;none;yes;No Risk
